ATAC name,RNA name
chr4:158172510-158172878,FAM198B-AS1
chr4:158172510-158172878,chr4:158172510-158172878
chr10:87659369-87660733,PAPSS2
chr10:87659369-87660733,chr10:87659369-87660733
chr17:3685068-3685520,P2RX5
chr17:3685068-3685520,chr17:3685068-3685520
chr12:16353643-16354008,MGST1
chr12:16353643-16354008,chr12:16353643-16354008
chr21:29195630-29197709,BACH1
chr21:29195630-29197709,chr21:29195630-29197709
chr6:144637429-144638005,UTRN
chr6:144637429-144638005,chr6:144637429-144638005
chrX:68203702-68204029,OPHN1
chrX:68203702-68204029,chrX:68203702-68204029
chr6:45432971-45433384,RUNX2
chr6:45432971-45433384,chr6:45432971-45433384
chr2:152611478-152613162,FMNL2
chr2:152611478-152613162,chr2:152611478-152613162
chr4:168505928-168506611,DDX60L
chr4:168505928-168506611,chr4:168505928-168506611
chr15:50050944-50052308,ATP8B4
chr15:50050944-50052308,chr15:50050944-50052308
chr1:31564044-31564452,LINC01226
chr1:31564044-31564452,chr1:31564044-31564452
chr5:138177850-138180788,KIF20A
chr5:138177850-138180788,chr5:138177850-138180788
chr17:10087199-10087825,GAS7
chr17:10087199-10087825,chr17:10087199-10087825
chr11:86800032-86800921,PRSS23
chr11:86800032-86800921,chr11:86800032-86800921
chr7:22577514-22578491,STEAP1B
chr7:22577514-22578491,chr7:22577514-22578491
chr9:77913259-77913714,GNAQ
chr9:77913259-77913714,chr9:77913259-77913714
chr6:163422636-163423605,QKI
chr6:163422636-163423605,chr6:163422636-163423605
AC104041.1,AC104041.1
SCN7A,chr2:166407766-166408100
SCN7A,chr2:166468317-166468832
SCN7A,SCN7A
chr12:11749361-11751189,ETV6
chr12:11749361-11751189,chr12:11749361-11751189
SERPINI2,SERPINI2
chr4:16032330-16032731,PROM1
chr4:16032330-16032731,chr4:16032330-16032731
chr13:22076758-22077195,AL136962.1
chr13:22076758-22077195,chr13:22076758-22077195
chr17:70119982-70120813,AC005208.1
chr17:70119982-70120813,chr17:70119982-70120813
chr7:75690318-75690499,HIP1
chr7:75690318-75690499,chr7:75690318-75690499
chr11:605602-622203,IRF7
chr11:605602-622203,chr11:605602-622203
chr3:160977988-160978138,PPM1L
chr3:160977988-160978138,chr3:160977988-160978138
chr16:67374913-67375387,LRRC36
chr16:67374913-67375387,chr16:67374913-67375387
chr6:164039840-164040509,AL078602.1
chr6:164039840-164040509,chr6:164039840-164040509
chr21:38277175-38278322,KCNJ15
chr21:38277175-38278322,chr21:38277175-38278322
AC005580.1,chr19:28386140-28386536
AC005580.1,AC005580.1
chr8:60280820-60281415,CA8
chr8:60280820-60281415,chr8:60280820-60281415
chr11:65413727-65450377,NEAT1
chr11:65413727-65450377,chr11:65413727-65450377
chr4:15149861-15150182,AC098829.1
chr4:15149861-15150182,chr4:15149861-15150182
chr2:60371943-60371966,AC007381.1
chr2:60371943-60371966,chr2:60371943-60371966
chr2:100110419-100111196,AFF3
chr2:100110419-100111196,chr2:100110419-100111196
chr20:36091724-36094187,EPB41L1
chr20:36091724-36094187,chr20:36091724-36094187
chr1:41783056-41783638,HIVEP3
chr1:41783056-41783638,chr1:41783056-41783638
chr16:4090281-4090802,ADCY9
chr16:4090281-4090802,chr16:4090281-4090802
chr7:116028665-116029129,TFEC
chr7:116028665-116029129,chr7:116028665-116029129
chr9:81686978-81690749,TLE1
chr9:81686978-81690749,chr9:81686978-81690749
chr18:54717643-54718611,RAB27B
chr18:54717643-54718611,chr18:54717643-54718611
chr2:144434759-144435295,ZEB2
chr2:144434759-144435295,chr2:144434759-144435295
chr3:101924440-101925511,AC020651.2
chr3:101924440-101925511,chr3:101924440-101925511
chr16:84572133-84572453,COTL1
chr16:84572133-84572453,chr16:84572133-84572453
chr9:111034795-111034945,LPAR1
chr9:111034795-111034945,chr9:111034795-111034945
chr13:112605923-112606856,AL139384.2
chr13:112605923-112606856,chr13:112605923-112606856
chr15:38817679-38818136,LINC02694
chr15:38817679-38818136,chr15:38817679-38818136
chr6:130218171-130218517,SAMD3
chr6:130218171-130218517,chr6:130218171-130218517
chrX:119015160-119016336,LONRF3
chrX:119015160-119016336,chrX:119015160-119016336
chr10:6919744-6920622,AL392086.3
chr10:6919744-6920622,chr10:6919744-6920622
chr11:47979121-47983973,PTPRJ
chr11:47979121-47983973,chr11:47979121-47983973
chr12:44846908-44849095,NELL2
chr12:44846908-44849095,chr12:44846908-44849095
chr4:36319785-36321495,DTHD1
chr4:36319785-36321495,chr4:36319785-36321495
NLRP9,NLRP9
chr11:48066773-48067771,PTPRJ
chr11:48066773-48067771,chr11:48066773-48067771
AC025287.2,chr16:75555096-75557125
AC025287.2,AC025287.2
chr7:80106007-80106075,GNAI1
chr7:80106007-80106075,chr7:80106007-80106075
chr19:47293854-47294405,C5AR1
chr19:47293854-47294405,chr19:47293854-47294405
chr8:25201545-25202011,DOCK5
chr8:25201545-25202011,chr8:25201545-25202011
AL139294.1,AL139294.1
chr18:2880596-2880641,EMILIN2
chr18:2880596-2880641,chr18:2880596-2880641
chr3:37712488-37712766,ITGA9
chr3:37712488-37712766,chr3:37712488-37712766
chr6:21953946-21954103,CASC15
chr6:21953946-21954103,chr6:21953946-21954103
chr18:5439588-5440808,EPB41L3
chr18:5439588-5440808,chr18:5439588-5440808
chr2:181255601-181256123,LINC01934
chr2:181255601-181256123,chr2:181255601-181256123
chr4:84965636-84967654,WDFY3
chr4:84965636-84967654,WDFY3-AS2
chr4:84965636-84967654,chr4:84965636-84967654
chr5:143141634-143142097,ARHGAP26
chr5:143141634-143142097,chr5:143141634-143142097
chr6:108635419-108636228,FOXO3
chr6:108635419-108636228,chr6:108635419-108636228
chr15:32843595-32843705,FMN1
chr15:32843595-32843705,chr15:32843595-32843705
chr16:55538747-55539507,LPCAT2
chr16:55538747-55539507,chr16:55538747-55539507
chr4:140155768-140157290,MAML3
chr4:140155768-140157290,chr4:140155768-140157290
chr13:67224167-67224628,PCDH9
chr13:67224167-67224628,chr13:67224167-67224628
chr2:200455927-200456595,SPATS2L
chr2:200455927-200456595,chr2:200455927-200456595
chr4:158777816-158778651,FNIP2
chr4:158777816-158778651,chr4:158777816-158778651
chr6:6569136-6569427,LY86-AS1
chr6:6569136-6569427,chr6:6569136-6569427
chr13:50896701-50897076,DLEU1
chr13:50896701-50897076,chr13:50896701-50897076
chr7:36717099-36717985,AOAH
chr7:36717099-36717985,chr7:36717099-36717985
chr4:41507863-41507926,LIMCH1
chr4:41507863-41507926,chr4:41507863-41507926
chr7:80107256-80107774,GNAI1
chr7:80107256-80107774,chr7:80107256-80107774
chr14:106736887-106737462,IGHV1-69-2
chr14:106736887-106737462,chr14:106736887-106737462
chr9:111910597-111910740,UGCG
chr9:111910597-111910740,chr9:111910597-111910740
OR52I2,OR52I2
chr4:141657922-141658292,IL15
chr4:141657922-141658292,chr4:141657922-141658292
chr1:36466114-36466835,CSF3R
chr1:36466114-36466835,chr1:36466114-36466835
chr19:7207665-7208545,INSR
chr19:7207665-7208545,chr19:7207665-7208545
chr1:66316635-66317577,PDE4B
chr1:66316635-66317577,chr1:66316635-66317577
chr17:40416992-40420421,TOP2A
chr17:40416992-40420421,chr17:40416992-40420421
chr1:27006065-27006068,TENT5B
chr1:27006065-27006068,chr1:27006065-27006068
chr16:73159320-73159596,ZFHX3
chr16:73159320-73159596,chr16:73159320-73159596
EREG,chr4:74364329-74367108
EREG,chr4:74369896-74370239
EREG,chr4:74370806-74371235
EREG,chr4:74374300-74375215
EREG,chr4:74376886-74377299
EREG,chr4:74385221-74385653
EREG,EREG
chr17:20032389-20033832,SPECC1
chr17:20032389-20033832,chr17:20032389-20033832
chr17:1583325-1583972,SLC43A2
chr17:1583325-1583972,chr17:1583325-1583972
chr2:60454381-60454819,BCL11A
chr2:60454381-60454819,chr2:60454381-60454819
chr17:20026862-20027372,SPECC1
chr17:20026862-20027372,chr17:20026862-20027372
S100A10,chr1:151983960-151985076
S100A10,chr1:151986884-151987569
S100A10,chr1:151988530-151990916
S100A10,chr1:151991694-151997438
S100A10,S100A10
chr8:127206126-127207346,PCAT1
chr8:127206126-127207346,CASC19
chr8:127206126-127207346,chr8:127206126-127207346
chr2:206693664-206694071,DYTN
chr2:206693664-206694071,chr2:206693664-206694071
chr1:25904698-25907757,STMN1
chr1:25904698-25907757,chr1:25904698-25907757
TDRD1,chr10:114179085-114179452
TDRD1,TDRD1
chr3:113140966-113141161,AC078785.1
chr3:113140966-113141161,chr3:113140966-113141161
chr12:103936531-103936879,HSP90B1
chr12:103936531-103936879,chr12:103936531-103936879
chr1:197393050-197393512,CRB1
chr1:197393050-197393512,chr1:197393050-197393512
chr6:15420813-15422868,JARID2
chr6:15420813-15422868,chr6:15420813-15422868
chr15:56241688-56242052,TEX9
chr15:56241688-56242052,chr15:56241688-56242052
chr10:17815017-17815434,MRC1
chr10:17815017-17815434,chr10:17815017-17815434
chr5:150102754-150103514,CSF1R
chr5:150102754-150103514,chr5:150102754-150103514
chr4:89275543-89275817,GPRIN3
chr4:89275543-89275817,chr4:89275543-89275817
chr2:12430225-12431529,MIR3681HG
chr2:12430225-12431529,chr2:12430225-12431529
ANGPT1,chr8:107267446-107267789
ANGPT1,chr8:107331653-107332013
ANGPT1,chr8:107495051-107496446
ANGPT1,chr8:107496948-107498041
ANGPT1,ANGPT1
chr10:17831280-17831834,MRC1
chr10:17831280-17831834,chr10:17831280-17831834
chr11:78293555-78293924,GAB2
chr11:78293555-78293924,chr11:78293555-78293924
chr8:130278757-130280164,ASAP1
chr8:130278757-130280164,chr8:130278757-130280164
chr12:52029216-52047832,NR4A1
chr12:52029216-52047832,chr12:52029216-52047832
chr12:29691357-29691913,TMTC1
chr12:29691357-29691913,chr12:29691357-29691913
chr15:90037190-90038927,ZNF710
chr15:90037190-90038927,chr15:90037190-90038927
chr2:181104451-181105094,LINC01934
chr2:181104451-181105094,chr2:181104451-181105094
chr4:184799972-184800399,ACSL1
chr4:184799972-184800399,chr4:184799972-184800399
chr4:15375689-15376444,AC098829.1
chr4:15375689-15376444,chr4:15375689-15376444
chr2:111037180-111037490,ACOXL
chr2:111037180-111037490,MIR4435-2HG
chr2:111037180-111037490,chr2:111037180-111037490
chr5:136036796-136037780,TGFBI
chr5:136036796-136037780,chr5:136036796-136037780
DUSP6,chr12:89344621-89348123
DUSP6,chr12:89348755-89355215
DUSP6,DUSP6
chr10:48636649-48636886,ARHGAP22
chr10:48636649-48636886,chr10:48636649-48636886
chr21:14520205-14521182,SAMSN1
chr21:14520205-14521182,chr21:14520205-14521182
chr18:44842121-44842621,SETBP1
chr18:44842121-44842621,chr18:44842121-44842621
chr2:102138223-102138708,IL1R1
chr2:102138223-102138708,chr2:102138223-102138708
chr6:45480391-45480746,RUNX2
chr6:45480391-45480746,chr6:45480391-45480746
chr11:122659511-122660614,UBASH3B
chr11:122659511-122660614,chr11:122659511-122660614
chr12:10562296-10562728,LINC02446
chr12:10562296-10562728,chr12:10562296-10562728
chr5:72465560-72466194,ZNF366
chr5:72465560-72466194,chr5:72465560-72466194
chr4:54687755-54688778,KIT
chr4:54687755-54688778,chr4:54687755-54688778
chr7:37833433-37833933,EPDR1
chr7:37833433-37833933,chr7:37833433-37833933
E2F8,chr11:19240296-19242741
E2F8,chr11:19243582-19244888
E2F8,E2F8
chr20:50317547-50317932,LINC01271
chr20:50317547-50317932,chr20:50317547-50317932
chr14:65637749-65638207,FUT8
chr14:65637749-65638207,chr14:65637749-65638207
chr14:72531394-72531816,RGS6
chr14:72531394-72531816,chr14:72531394-72531816
chr1:41672080-41674784,HIVEP3
chr1:41672080-41674784,chr1:41672080-41674784
chr16:78893104-78893812,WWOX
chr16:78893104-78893812,chr16:78893104-78893812
ARHGAP31,chr3:119292573-119296765
ARHGAP31,chr3:119297455-119298352
ARHGAP31,chr3:119300694-119302190
ARHGAP31,chr3:119303011-119303562
ARHGAP31,chr3:119305204-119305774
ARHGAP31,chr3:119321753-119324321
ARHGAP31,chr3:119343668-119344076
ARHGAP31,chr3:119351985-119353879
ARHGAP31,chr3:119357464-119357550
ARHGAP31,chr3:119359597-119359950
ARHGAP31,ARHGAP31
chr3:146540164-146540920,PLSCR1
chr3:146540164-146540920,chr3:146540164-146540920
TBC1D4,chr13:75310206-75310628
TBC1D4,chr13:75312971-75313005
TBC1D4,chr13:75316485-75316802
TBC1D4,chr13:75318065-75318471
TBC1D4,chr13:75325701-75327718
TBC1D4,chr13:75357842-75358367
TBC1D4,chr13:75365781-75366242
TBC1D4,chr13:75372371-75372811
TBC1D4,chr13:75415771-75416234
TBC1D4,chr13:75480687-75482950
TBC1D4,TBC1D4
ST6GALNAC5,chr1:76868119-76868645
ST6GALNAC5,chr1:76906237-76906594
ST6GALNAC5,chr1:77048270-77048739
ST6GALNAC5,chr1:77060075-77060126
ST6GALNAC5,ST6GALNAC5
chr2:184730574-184730592,ZNF804A
chr2:184730574-184730592,chr2:184730574-184730592
chr17:5077609-5079266,AC012146.3
chr17:5077609-5079266,chr17:5077609-5079266
chr9:110933688-110934040,LPAR1
chr9:110933688-110934040,chr9:110933688-110934040
chr11:60459521-60459691,MS4A1
chr11:60459521-60459691,chr11:60459521-60459691
chr14:65301924-65304689,AL355076.2
chr14:65301924-65304689,chr14:65301924-65304689
chr14:88049033-88050412,LINC01146
chr14:88049033-88050412,chr14:88049033-88050412
chr10:23314765-23315176,C10orf67
chr10:23314765-23315176,chr10:23314765-23315176
chr2:64932280-64933752,LINC02245
chr2:64932280-64933752,chr2:64932280-64933752
chr5:157564117-157564422,ADAM19
chr5:157564117-157564422,chr5:157564117-157564422
chr16:17337025-17337086,XYLT1
chr16:17337025-17337086,chr16:17337025-17337086
chrX:118989075-118989117,LONRF3
chrX:118989075-118989117,chrX:118989075-118989117
chr20:36154170-36155063,EPB41L1
chr20:36154170-36155063,chr20:36154170-36155063
chr6:157510479-157511497,ZDHHC14
chr6:157510479-157511497,chr6:157510479-157511497
chr3:51257659-51258343,DOCK3
chr3:51257659-51258343,chr3:51257659-51258343
chr5:157473281-157473822,ADAM19
chr5:157473281-157473822,chr5:157473281-157473822
chr1:89259090-89260730,GBP5
chr1:89259090-89260730,chr1:89259090-89260730
chr14:94115166-94115303,IFI27
chr14:94115166-94115303,chr14:94115166-94115303
chr6:18391021-18391441,RNF144B
chr6:18391021-18391441,chr6:18391021-18391441
chr4:163681170-163681700,MARCH1
chr4:163681170-163681700,chr4:163681170-163681700
chr1:184624689-184624961,C1orf21
chr1:184624689-184624961,chr1:184624689-184624961
chr12:11797181-11797821,ETV6
chr12:11797181-11797821,chr12:11797181-11797821
chr19:17553479-17553523,NIBAN3
chr19:17553479-17553523,chr19:17553479-17553523
chr4:163621749-163623054,MARCH1
chr4:163621749-163623054,chr4:163621749-163623054
chr9:111926193-111927322,UGCG
chr9:111926193-111927322,chr9:111926193-111927322
chr20:5545421-5545599,GPCPD1
chr20:5545421-5545599,chr20:5545421-5545599
FCER1G,chr1:161213812-161228470
FCER1G,FCER1G
chr20:53208380-53208919,TSHZ2
chr20:53208380-53208919,chr20:53208380-53208919
chr6:24282994-24284026,DCDC2
chr6:24282994-24284026,chr6:24282994-24284026
ELAVL4,chr1:50097299-50097637
ELAVL4,chr1:50109604-50110733
ELAVL4,ELAVL4
IGLV2-23,chr22:22698222-22698697
IGLV2-23,IGLV2-23
PELI2,chr14:56115943-56120886
PELI2,chr14:56122284-56122647
PELI2,chr14:56129625-56130363
PELI2,chr14:56131918-56132346
PELI2,chr14:56137352-56137854
PELI2,chr14:56147927-56148626
PELI2,chr14:56162448-56162826
PELI2,chr14:56173358-56173728
PELI2,chr14:56194160-56194383
PELI2,chr14:56195267-56196105
PELI2,chr14:56198995-56199633
PELI2,chr14:56205890-56206003
PELI2,chr14:56237451-56237733
PELI2,chr14:56244043-56244490
PELI2,PELI2
chr12:128852438-128854813,GLT1D1
chr12:128852438-128854813,chr12:128852438-128854813
chr10:62267946-62269360,RTKN2
chr10:62267946-62269360,chr10:62267946-62269360
chr11:113242654-113243048,NCAM1
chr11:113242654-113243048,chr11:113242654-113243048
chr18:24359707-24360200,OSBPL1A
chr18:24359707-24360200,chr18:24359707-24360200
chr4:85498120-85498986,ARHGAP24
chr4:85498120-85498986,chr4:85498120-85498986
chr12:65963534-65963937,HMGA2
chr12:65963534-65963937,chr12:65963534-65963937
chr21:34510428-34513642,KCNE1
chr21:34510428-34513642,chr21:34510428-34513642
chr10:124992510-124992841,CTBP2
chr10:124992510-124992841,chr10:124992510-124992841
chr14:59823197-59823513,RTN1
chr14:59823197-59823513,chr14:59823197-59823513
chr2:96359281-96360322,NCAPH
chr2:96359281-96360322,chr2:96359281-96360322
chr2:241038821-241040166,SNED1
chr2:241038821-241040166,chr2:241038821-241040166
chr8:23016974-23020355,TNFRSF10B
chr8:23016974-23020355,chr8:23016974-23020355
chr9:134917572-134918253,FCN1
chr9:134917572-134918253,chr9:134917572-134918253
MS4A1,chr11:60455290-60456088
MS4A1,chr11:60457557-60458006
MS4A1,chr11:60459521-60459691
MS4A1,MS4A1
chr13:74299520-74300235,AL353660.1
chr13:74299520-74300235,chr13:74299520-74300235
TAFA1,chr3:68007548-68008400
TAFA1,chr3:68057164-68058427
TAFA1,chr3:68088013-68088966
TAFA1,chr3:68090403-68090739
TAFA1,TAFA1
UBE2J1,chr6:89339768-89340094
UBE2J1,chr6:89346414-89346698
UBE2J1,chr6:89347695-89354425
UBE2J1,UBE2J1
chr4:158787658-158788758,FNIP2
chr4:158787658-158788758,chr4:158787658-158788758
chr5:88813203-88813650,MEF2C
chr5:88813203-88813650,chr5:88813203-88813650
chr10:95814093-95814971,ENTPD1
chr10:95814093-95814971,chr10:95814093-95814971
chr12:22399835-22400304,ST8SIA1
chr12:22399835-22400304,chr12:22399835-22400304
chr4:140102544-140102711,MAML3
chr4:140102544-140102711,chr4:140102544-140102711
chr5:14412916-14415639,TRIO
chr5:14412916-14415639,chr5:14412916-14415639
chr4:158816961-158818833,FNIP2
chr4:158816961-158818833,chr4:158816961-158818833
chr7:16989813-16990270,AHR
chr7:16989813-16990270,AC073332.1
chr7:16989813-16990270,chr7:16989813-16990270
chr16:78122698-78123241,WWOX
chr16:78122698-78123241,chr16:78122698-78123241
chr9:121367763-121371555,AL359644.1
chr9:121367763-121371555,chr9:121367763-121371555
chr13:80873529-80874059,AL590807.1
chr13:80873529-80874059,chr13:80873529-80874059
chr3:19540005-19540464,AC061958.1
chr3:19540005-19540464,chr3:19540005-19540464
chr2:144438770-144439146,ZEB2
chr2:144438770-144439146,chr2:144438770-144439146
chr7:91164836-91165966,CDK14
chr7:91164836-91165966,chr7:91164836-91165966
chr5:102802461-102803129,PAM
chr5:102802461-102803129,chr5:102802461-102803129
chr8:55984472-55984668,LYN
chr8:55984472-55984668,chr8:55984472-55984668
chr16:17237531-17239008,XYLT1
chr16:17237531-17239008,chr16:17237531-17239008
LINC01967,chr3:27976755-27977433
LINC01967,LINC01967
chr2:102436250-102436651,IL18RAP
chr2:102436250-102436651,chr2:102436250-102436651
chr5:157554915-157556010,ADAM19
chr5:157554915-157556010,chr5:157554915-157556010
chr9:110254528-110258209,TXN
chr9:110254528-110258209,chr9:110254528-110258209
AC069277.1,AC069277.1
chr13:50684439-50684764,DLEU1
chr13:50684439-50684764,chr13:50684439-50684764
chr3:21484815-21485071,ZNF385D
chr3:21484815-21485071,chr3:21484815-21485071
chr15:90013139-90014309,ZNF710
chr15:90013139-90014309,chr15:90013139-90014309
chr3:40762649-40763233,AC099560.1
chr3:40762649-40763233,chr3:40762649-40763233
chr6:32634078-32640587,HLA-DQA1
chr6:32634078-32640587,chr6:32634078-32640587
chr8:106556350-106557142,AC090579.1
chr8:106556350-106557142,chr8:106556350-106557142
chr7:17152466-17153991,AHR
chr7:17152466-17153991,AC073332.1
chr7:17152466-17153991,chr7:17152466-17153991
chr7:36282993-36288600,EEPD1
chr7:36282993-36288600,chr7:36282993-36288600
chr14:55270598-55274379,AL158801.2
chr14:55270598-55274379,chr14:55270598-55274379
chr5:159049861-159051822,EBF1
chr5:159049861-159051822,chr5:159049861-159051822
